Date/Time,Image_ID,Task Time
2023-06-24 00:43:51.387065,1,20.994342803955078
2023-06-24 00:45:38.676063,2,107.2956018447876
2023-06-24 00:46:25.821550,3,47.14547777175903
2023-06-24 00:48:06.943277,4,101.12199521064758
2023-06-24 00:48:13.572057,5,6.628473997116089
2023-06-24 00:49:19.950741,6,48.71363306045532
