Date/Time,Mouse Position
2023-06-24 01:57:39.616928,"(1001, 175)"
2023-06-24 01:57:39.681927,"(1004, 170)"
2023-06-24 01:57:39.717987,"(1009, 165)"
2023-06-24 01:57:39.753527,"(1015, 154)"
2023-06-24 01:57:39.785520,"(1024, 145)"
2023-06-24 01:57:39.818703,"(1063, 120)"
2023-06-24 01:57:39.852816,"(1114, 91)"
2023-06-24 01:57:39.887043,"(1175, 63)"
2023-06-24 01:57:39.919486,"(1223, 45)"
2023-06-24 01:57:39.953578,"(1249, 39)"
2023-06-24 01:57:39.988639,"(1262, 36)"
2023-06-24 01:57:40.022690,"(1276, 31)"
2023-06-24 01:57:40.055715,"(1297, 22)"
2023-06-24 01:57:40.089711,"(1327, 10)"
2023-06-24 01:57:40.123713,"(1338, 6)"
2023-06-24 01:57:40.155751,"(1338, 5)"
2023-06-24 01:57:40.189751,"(1339, 4)"
2023-06-24 01:57:40.226706,"(1343, 0)"
2023-06-24 01:57:40.298304,"(1345, 0)"
Date/Time,Mouse Position
2023-06-24 02:00:22.631622,"(341, 472)"
2023-06-24 02:00:22.689356,"(342, 472)"
2023-06-24 02:00:22.716356,"(348, 471)"
2023-06-24 02:00:22.746356,"(413, 471)"
2023-06-24 02:00:22.778384,"(616, 495)"
2023-06-24 02:00:22.805997,"(871, 532)"
2023-06-24 02:00:22.834164,"(1259, 583)"
2023-06-24 02:00:22.909570,"(1367, 763)"
Date/Time,Mouse Position
2023-06-24 02:07:35.268026,"(345, 450)"
2023-06-24 02:07:35.317025,"(347, 451)"
2023-06-24 02:07:35.364026,"(349, 452)"
2023-06-24 02:07:35.411605,"(370, 455)"
2023-06-24 02:07:35.458552,"(426, 456)"
2023-06-24 02:07:35.507085,"(498, 461)"
2023-06-24 02:07:35.556596,"(743, 481)"
2023-06-24 02:07:35.605112,"(1138, 521)"
2023-06-24 02:07:35.776170,"(1367, 783)"
Date/Time,Mouse Position
2023-06-24 02:10:24.584007,"(394, 456)"
2023-06-24 02:10:24.609021,"(396, 455)"
2023-06-24 02:10:24.636620,"(404, 455)"
2023-06-24 02:10:24.661617,"(417, 455)"
2023-06-24 02:10:24.689228,"(453, 455)"
2023-06-24 02:10:24.717247,"(530, 462)"
2023-06-24 02:10:24.741295,"(699, 470)"
2023-06-24 02:10:24.769616,"(1104, 479)"
2023-06-24 02:10:24.832648,"(1367, 610)"
2023-06-24 02:11:14.519573,"(1026, 247)"
2023-06-24 02:11:14.587613,"(809, 238)"
2023-06-24 02:11:14.639040,"(810, 231)"
2023-06-24 02:11:14.784668,"(866, 236)"
2023-06-24 02:11:14.833244,"(1075, 197)"
2023-06-24 02:11:14.879256,"(1185, 137)"
2023-06-24 02:11:14.925908,"(1328, 56)"
2023-06-24 02:11:14.974026,"(1363, 27)"
2023-06-24 02:11:15.021540,"(1362, 25)"
2023-06-24 02:11:15.070133,"(1361, 25)"
2023-06-24 02:11:15.116702,"(1363, 25)"
2023-06-24 02:11:15.242652,"(1367, 68)"
Date/Time,Mouse Position
2023-06-24 02:19:24.821425,"(339, 449)"
2023-06-24 02:19:24.854460,"(345, 449)"
2023-06-24 02:19:24.885499,"(362, 449)"
2023-06-24 02:19:24.915462,"(409, 451)"
2023-06-24 02:19:24.946462,"(514, 463)"
2023-06-24 02:19:24.975985,"(674, 487)"
2023-06-24 02:19:25.006980,"(975, 556)"
2023-06-24 02:19:25.038514,"(1258, 612)"
2023-06-24 02:19:25.120518,"(1367, 789)"
Date/Time,Mouse Position
2023-06-24 02:27:37.326104,"(332, 444)"
2023-06-24 02:27:37.381617,"(333, 443)"
2023-06-24 02:27:37.412618,"(339, 440)"
2023-06-24 02:27:37.440619,"(357, 430)"
2023-06-24 02:27:37.467616,"(373, 421)"
2023-06-24 02:27:37.499617,"(385, 407)"
2023-06-24 02:27:37.529616,"(385, 393)"
2023-06-24 02:27:37.558617,"(389, 379)"
2023-06-24 02:27:37.726678,"(404, 379)"
2023-06-24 02:27:37.754690,"(429, 375)"
2023-06-24 02:27:37.781676,"(461, 374)"
2023-06-24 02:27:37.816442,"(562, 374)"
2023-06-24 02:27:37.844440,"(637, 377)"
2023-06-24 02:27:37.874486,"(742, 380)"
2023-06-24 02:27:37.904471,"(802, 380)"
2023-06-24 02:27:37.932698,"(826, 379)"
2023-06-24 02:27:37.963672,"(842, 375)"
2023-06-24 02:27:37.992696,"(848, 370)"
2023-06-24 02:27:38.022707,"(855, 368)"
2023-06-24 02:27:38.049737,"(879, 371)"
2023-06-24 02:27:38.079739,"(1043, 420)"
2023-06-24 02:27:38.190436,"(1367, 789)"
2023-06-24 02:27:42.265447,"(1004, 389)"
2023-06-24 02:27:42.293427,"(780, 300)"
2023-06-24 02:27:42.322510,"(622, 237)"
2023-06-24 02:27:42.350499,"(600, 222)"
2023-06-24 02:27:42.380652,"(624, 210)"
2023-06-24 02:27:42.411056,"(657, 201)"
2023-06-24 02:27:42.440604,"(696, 198)"
2023-06-24 02:27:42.467869,"(710, 198)"
2023-06-24 02:27:42.498868,"(738, 198)"
2023-06-24 02:27:42.528869,"(815, 196)"
2023-06-24 02:27:42.555880,"(913, 190)"
2023-06-24 02:27:42.585704,"(1002, 174)"
2023-06-24 02:27:42.619005,"(1040, 168)"
2023-06-24 02:27:42.649054,"(1053, 167)"
2023-06-24 02:27:42.681053,"(1057, 163)"
2023-06-24 02:27:42.709525,"(1066, 159)"
2023-06-24 02:27:42.738548,"(1090, 151)"
2023-06-24 02:27:42.766526,"(1118, 141)"
2023-06-24 02:27:42.799528,"(1149, 129)"
2023-06-24 02:27:42.831528,"(1151, 128)"
2023-06-24 02:27:42.860595,"(1153, 127)"
2023-06-24 02:27:42.891590,"(1155, 126)"
2023-06-24 02:27:43.050544,"(1172, 125)"
2023-06-24 02:27:43.091547,"(1198, 125)"
2023-06-24 02:27:43.159551,"(1197, 125)"
2023-06-24 02:27:43.338619,"(1202, 142)"
2023-06-24 02:27:43.374621,"(1211, 180)"
2023-06-24 02:27:43.410170,"(1217, 222)"
2023-06-24 02:27:43.444699,"(1218, 237)"
2023-06-24 02:27:43.478702,"(1218, 239)"
2023-06-24 02:27:43.625790,"(1219, 240)"
2023-06-24 02:27:43.626783,"(1219, 242)"
2023-06-24 02:27:43.662829,"(1215, 259)"
2023-06-24 02:27:43.663830,"(1214, 267)"
2023-06-24 02:27:43.700829,"(1206, 307)"
2023-06-24 02:27:43.734829,"(1201, 358)"
2023-06-24 02:27:43.775831,"(1200, 395)"
2023-06-24 02:27:43.805841,"(1200, 399)"
2023-06-24 02:27:43.865827,"(1201, 399)"
2023-06-24 02:27:43.926349,"(1201, 400)"
2023-06-24 02:27:43.927351,"(1202, 401)"
2023-06-24 02:27:43.956351,"(1203, 413)"
2023-06-24 02:27:43.984351,"(1203, 449)"
2023-06-24 02:27:44.014395,"(1201, 486)"
2023-06-24 02:27:44.045919,"(1200, 543)"
2023-06-24 02:27:44.075838,"(1198, 594)"
2023-06-24 02:27:44.104810,"(1194, 636)"
2023-06-24 02:27:44.133815,"(1191, 649)"
2023-06-24 02:27:44.164975,"(1190, 657)"
2023-06-24 02:27:44.192156,"(1188, 664)"
2023-06-24 02:27:44.220172,"(1185, 671)"
2023-06-24 02:27:44.249171,"(1178, 684)"
2023-06-24 02:27:44.281436,"(1173, 691)"
2023-06-24 02:27:44.309436,"(1169, 697)"
2023-06-24 02:27:44.338259,"(1164, 703)"
2023-06-24 02:27:44.368235,"(1164, 704)"
2023-06-24 02:27:45.943876,"(1164, 703)"
2023-06-24 02:27:46.089264,"(1163, 702)"
2023-06-24 02:27:46.209725,"(1163, 699)"
2023-06-24 02:27:46.238781,"(1163, 696)"
2023-06-24 02:27:46.239778,"(1163, 689)"
2023-06-24 02:27:46.267006,"(1178, 631)"
2023-06-24 02:27:46.296793,"(1216, 497)"
2023-06-24 02:27:46.322808,"(1263, 376)"
2023-06-24 02:27:46.349846,"(1315, 256)"
2023-06-24 02:27:46.379834,"(1364, 126)"
2023-06-24 02:27:46.458833,"(1367, 17)"
