1,2023-06-17 20:44:55.558972,5,0,1.0,"[3, 2, 0, 2, 2]"
2,2023-06-17 20:45:15.311351,5,0,1.0,"[0, 0, 0, 0, 0]"
3,2023-06-17 20:46:30.914432,3,2,0.6,"[2, 3, 0, 1, 2]"
